user_id,timestamp,group,landing_page,converted
754243,2026-06-01 00:00:49,treatment,new_page,0
881995,2026-06-01 00:00:50,treatment,new_page,0
784555,2026-06-01 00:00:51,control,old_page,0
678555,2026-06-01 00:00:52,treatment,new_page,0
886508,2026-06-01 00:00:53,control,old_page,0
909303,2026-06-01 00:00:54,treatment,new_page,0
736530,2026-06-01 00:00:55,control,old_page,0
710077,2026-06-01 00:00:56,control,old_page,1
928064,2026-06-01 00:00:57,control,old_page,0
830551,2026-06-01 00:00:58,treatment,new_page,0
911601,2026-06-01 00:00:59,treatment,new_page,0
838261,2026-06-01 00:01:00,control,old_page,0
870181,2026-06-01 00:01:01,control,old_page,0
945139,2026-06-01 00:01:02,treatment,new_page,0
801829,2026-06-01 00:01:03,treatment,new_page,0
901836,2026-06-01 00:01:04,treatment,new_page,0
832283,2026-06-01 00:01:05,treatment,new_page,0
826769,2026-06-01 00:01:06,control,old_page,0
667065,2026-06-01 00:01:07,treatment,new_page,0
853165,2026-06-01 00:01:08,treatment,new_page,0
729299,2026-06-01 00:01:09,treatment,new_page,0
641534,2026-06-01 00:01:10,treatment,new_page,0
670397,2026-06-01 00:01:11,control,old_page,1
887750,2026-06-01 00:01:12,control,old_page,0
893160,2026-06-01 00:01:13,control,old_page,0
685591,2026-06-01 00:01:14,treatment,new_page,0
850884,2026-06-01 00:01:15,treatment,new_page,0
653247,2026-06-01 00:01:16,control,old_page,1
654300,2026-06-01 00:01:17,treatment,new_page,0
712798,2026-06-01 00:01:18,control,old_page,0
639268,2026-06-01 00:01:19,control,old_page,1
904329,2026-06-01 00:01:20,control,old_page,0
824776,2026-06-01 00:01:21,control,old_page,0
847851,2026-06-01 00:01:22,control,old_page,1
866584,2026-06-01 00:01:23,treatment,new_page,0
668044,2026-06-01 00:01:24,treatment,new_page,0
943358,2026-06-01 00:01:25,control,old_page,0
678984,2026-06-01 00:01:26,control,old_page,0
932918,2026-06-01 00:01:27,treatment,new_page,0
894712,2026-06-01 00:01:28,control,old_page,0
750151,2026-06-01 00:01:29,treatment,new_page,1
763767,2026-06-01 00:01:30,treatment,new_page,1
754375,2026-06-01 00:01:31,treatment,new_page,1
809262,2026-06-01 00:01:32,treatment,new_page,0
766330,2026-06-01 00:01:33,control,old_page,0
931648,2026-06-01 00:01:34,treatment,new_page,0
794231,2026-06-01 00:01:35,treatment,new_page,0
643986,2026-06-01 00:01:36,treatment,new_page,1
691858,2026-06-01 00:01:37,control,old_page,0
759312,2026-06-01 00:01:38,treatment,new_page,0
642666,2026-06-01 00:01:39,control,old_page,0
930804,2026-06-01 00:01:40,control,old_page,0
764633,2026-06-01 00:01:41,treatment,new_page,0
918998,2026-06-01 00:01:42,control,old_page,0
734488,2026-06-01 00:01:43,treatment,new_page,0
813323,2026-06-01 00:01:44,control,old_page,0
914806,2026-06-01 00:01:45,control,old_page,0
900536,2026-06-01 00:01:46,control,old_page,0
660535,2026-06-01 00:01:47,treatment,new_page,0
944400,2026-06-01 00:01:48,control,old_page,0
927366,2026-06-01 00:01:49,control,old_page,0
707373,2026-06-01 00:01:50,control,old_page,0
753684,2026-06-01 00:01:51,treatment,new_page,0
903109,2026-06-01 00:01:52,treatment,new_page,0
654538,2026-06-01 00:01:53,treatment,new_page,0
831664,2026-06-01 00:01:54,treatment,new_page,0
769182,2026-06-01 00:01:55,control,old_page,0
788338,2026-06-01 00:01:56,control,old_page,1
814064,2026-06-01 00:01:57,treatment,new_page,0
844020,2026-06-01 00:01:58,control,old_page,0
728806,2026-06-01 00:01:59,treatment,new_page,0
720982,2026-06-01 00:02:00,control,old_page,0
751626,2026-06-01 00:02:01,control,old_page,0
749176,2026-06-01 00:02:02,treatment,new_page,0
848126,2026-06-01 00:02:03,treatment,new_page,0
848969,2026-06-01 00:02:04,treatment,new_page,0
752409,2026-06-01 00:02:05,treatment,new_page,0
653419,2026-06-01 00:02:06,control,old_page,0
883618,2026-06-01 00:02:07,treatment,new_page,0
875310,2026-06-01 00:02:08,control,old_page,0
680015,2026-06-01 00:02:09,control,old_page,0
878550,2026-06-01 00:02:10,treatment,new_page,1
752096,2026-06-01 00:02:11,treatment,new_page,0
737059,2026-06-01 00:02:12,treatment,new_page,0
815340,2026-06-01 00:02:13,control,old_page,0
740687,2026-06-01 00:02:14,control,old_page,0
841428,2026-06-01 00:02:15,control,old_page,0
735878,2026-06-01 00:02:16,control,old_page,0
832982,2026-06-01 00:02:17,treatment,new_page,0
828286,2026-06-01 00:02:18,treatment,new_page,0
879002,2026-06-01 00:02:19,control,old_page,0
880396,2026-06-01 00:02:20,control,old_page,0
794899,2026-06-01 00:02:21,treatment,new_page,1
673585,2026-06-01 00:02:22,treatment,new_page,1
694044,2026-06-01 00:02:23,treatment,new_page,0
739556,2026-06-01 00:02:24,control,old_page,0
632693,2026-06-01 00:02:25,treatment,new_page,0
873307,2026-06-01 00:02:26,treatment,new_page,1
830235,2026-06-01 00:02:27,treatment,new_page,0
655939,2026-06-01 00:02:28,treatment,new_page,0
782906,2026-06-01 00:02:29,control,old_page,0
648047,2026-06-01 00:02:30,treatment,new_page,0
918249,2026-06-01 00:02:31,control,old_page,0
705766,2026-06-01 00:02:32,treatment,new_page,0
674262,2026-06-01 00:02:33,treatment,new_page,0
915920,2026-06-01 00:02:34,treatment,new_page,0
791152,2026-06-01 00:02:35,control,old_page,0
758376,2026-06-01 00:02:36,treatment,new_page,0
767848,2026-06-01 00:02:37,treatment,new_page,0
722787,2026-06-01 00:02:38,treatment,new_page,0
757948,2026-06-01 00:02:39,treatment,new_page,0
685016,2026-06-01 00:02:40,control,old_page,1
651959,2026-06-01 00:02:41,treatment,new_page,1
766602,2026-06-01 00:02:42,treatment,new_page,0
855928,2026-06-01 00:02:43,control,old_page,0
895892,2026-06-01 00:02:44,control,old_page,0
858576,2026-06-01 00:02:45,treatment,new_page,0
643545,2026-06-01 00:02:46,treatment,new_page,0
795838,2026-06-01 00:02:47,treatment,old_page,1
691087,2026-06-01 00:02:48,control,old_page,1
698840,2026-06-01 00:02:49,control,old_page,0
748451,2026-06-01 00:02:50,treatment,new_page,0
943149,2026-06-01 00:02:51,control,old_page,0
669353,2026-06-01 00:02:52,treatment,new_page,0
823075,2026-06-01 00:02:53,treatment,new_page,0
844283,2026-06-01 00:02:54,control,old_page,0
944877,2026-06-01 00:02:55,control,old_page,1
695318,2026-06-01 00:02:56,treatment,new_page,0
871025,2026-06-01 00:02:57,treatment,new_page,0
697172,2026-06-01 00:02:58,treatment,new_page,1
846688,2026-06-01 00:02:59,treatment,new_page,0
886951,2026-06-01 00:03:00,control,old_page,0
723264,2026-06-01 00:03:01,control,old_page,1
876458,2026-06-01 00:03:02,treatment,new_page,0
918880,2026-06-01 00:03:03,control,old_page,0
855281,2026-06-01 00:03:04,control,old_page,1
742859,2026-06-01 00:03:05,treatment,new_page,0
899536,2026-06-01 00:03:06,control,old_page,0
947824,2026-06-01 00:03:07,control,old_page,0
887426,2026-06-01 00:03:08,control,old_page,0
807789,2026-06-01 00:03:09,control,old_page,0
848164,2026-06-01 00:03:10,treatment,new_page,0
943003,2026-06-01 00:03:11,control,old_page,0
755657,2026-06-01 00:03:12,treatment,new_page,0
865167,2026-06-01 00:03:13,treatment,new_page,0
787381,2026-06-01 00:03:14,treatment,new_page,0
824806,2026-06-01 00:03:15,treatment,new_page,0
700467,2026-06-01 00:03:16,control,old_page,0
813734,2026-06-01 00:03:17,control,old_page,0
728506,2026-06-01 00:03:18,treatment,new_page,1
739751,2026-06-01 00:03:19,control,old_page,0
917486,2026-06-01 00:03:20,treatment,new_page,0
798229,2026-06-01 00:03:21,treatment,new_page,1
736081,2026-06-01 00:03:22,control,old_page,0
719045,2026-06-01 00:03:23,control,old_page,0
664698,2026-06-01 00:03:24,treatment,new_page,0
740078,2026-06-01 00:03:25,treatment,new_page,0
652671,2026-06-01 00:03:26,control,old_page,0
716202,2026-06-01 00:03:27,control,old_page,0
681663,2026-06-01 00:03:28,treatment,new_page,0
645708,2026-06-01 00:03:29,control,old_page,0
941955,2026-06-01 00:03:30,control,old_page,0
763883,2026-06-01 00:03:31,control,old_page,0
948394,2026-06-01 00:03:32,control,old_page,0
742547,2026-06-01 00:03:33,treatment,new_page,0
664754,2026-06-01 00:03:34,treatment,new_page,0
856814,2026-06-01 00:03:35,control,old_page,0
867714,2026-06-01 00:03:36,treatment,new_page,0
772483,2026-06-01 00:03:37,control,old_page,0
763983,2026-06-01 00:03:38,treatment,new_page,0
844835,2026-06-01 00:03:39,treatment,new_page,0
714896,2026-06-01 00:03:40,treatment,new_page,0
701295,2026-06-01 00:03:41,control,old_page,0
849686,2026-06-01 00:03:42,treatment,new_page,0
903255,2026-06-01 00:03:43,control,old_page,0
929648,2026-06-01 00:03:44,control,old_page,0
762874,2026-06-01 00:03:45,control,old_page,0
638155,2026-06-01 00:03:46,control,old_page,0
931528,2026-06-01 00:03:47,treatment,new_page,0
677254,2026-06-01 00:03:48,treatment,new_page,0
914062,2026-06-01 00:03:49,control,old_page,0
715981,2026-06-01 00:03:50,treatment,new_page,0
660306,2026-06-01 00:03:51,treatment,new_page,1
777718,2026-06-01 00:03:52,control,old_page,0
938987,2026-06-01 00:03:53,treatment,new_page,0
750975,2026-06-01 00:03:54,control,old_page,1
737512,2026-06-01 00:03:55,control,old_page,0
777443,2026-06-01 00:03:56,treatment,new_page,0
763121,2026-06-01 00:03:57,treatment,new_page,0
792688,2026-06-01 00:03:58,treatment,new_page,0
913076,2026-06-01 00:03:59,control,old_page,0
747796,2026-06-01 00:04:00,control,old_page,1
921999,2026-06-01 00:04:01,control,old_page,0
822506,2026-06-01 00:04:02,treatment,new_page,0
804088,2026-06-01 00:04:03,treatment,new_page,1
899544,2026-06-01 00:04:04,control,old_page,0
803714,2026-06-01 00:04:05,treatment,new_page,0
645151,2026-06-01 00:04:06,control,old_page,0
696690,2026-06-01 00:04:07,treatment,new_page,0
634499,2026-06-01 00:04:08,control,old_page,0
636295,2026-06-01 00:04:09,control,old_page,0
904327,2026-06-01 00:04:10,control,old_page,0
773946,2026-06-01 00:04:11,control,old_page,1
662711,2026-06-01 00:04:12,control,old_page,0
897683,2026-06-01 00:04:13,control,old_page,0
814423,2026-06-01 00:04:14,treatment,new_page,0
809426,2026-06-01 00:04:15,control,old_page,0
763629,2026-06-01 00:04:16,control,old_page,0
930504,2026-06-01 00:04:17,treatment,old_page,0
843090,2026-06-01 00:04:18,control,old_page,0
763272,2026-06-01 00:04:19,treatment,new_page,0
873548,2026-06-01 00:04:20,control,old_page,0
808047,2026-06-01 00:04:21,treatment,new_page,0
913501,2026-06-01 00:04:22,treatment,new_page,0
749121,2026-06-01 00:04:23,control,old_page,0
707505,2026-06-01 00:04:24,treatment,new_page,0
632869,2026-06-01 00:04:25,control,old_page,0
887186,2026-06-01 00:04:26,control,old_page,1
942252,2026-06-01 00:04:27,treatment,new_page,0
742296,2026-06-01 00:04:28,treatment,new_page,0
724179,2026-06-01 00:04:29,control,old_page,0
720272,2026-06-01 00:04:30,control,old_page,0
668467,2026-06-01 00:04:31,control,old_page,0
915472,2026-06-01 00:04:32,treatment,new_page,0
765059,2026-06-01 00:04:33,treatment,new_page,0
688871,2026-06-01 00:04:34,control,old_page,0
758391,2026-06-01 00:04:35,treatment,new_page,0
716416,2026-06-01 00:04:36,treatment,new_page,0
936208,2026-06-01 00:04:37,treatment,new_page,0
886687,2026-06-01 00:04:38,control,old_page,0
831163,2026-06-01 00:04:39,control,old_page,0
737450,2026-06-01 00:04:40,control,old_page,0
801890,2026-06-01 00:04:41,control,old_page,0
911974,2026-06-01 00:04:42,treatment,new_page,0
746381,2026-06-01 00:04:43,treatment,new_page,0
677333,2026-06-01 00:04:44,control,old_page,0
764508,2026-06-01 00:04:45,treatment,new_page,0
835362,2026-06-01 00:04:46,treatment,new_page,0
780810,2026-06-01 00:04:47,control,old_page,1
922890,2026-06-01 00:04:48,treatment,new_page,0
679377,2026-06-01 00:04:49,control,old_page,0
946189,2026-06-01 00:04:50,control,old_page,0
766672,2026-06-01 00:04:51,control,old_page,0
855732,2026-06-01 00:04:52,treatment,new_page,0
801836,2026-06-01 00:04:53,treatment,new_page,0
835615,2026-06-01 00:04:54,control,old_page,0
675714,2026-06-01 00:04:55,treatment,new_page,0
732946,2026-06-01 00:04:56,control,old_page,1
735983,2026-06-01 00:04:57,control,old_page,0
817563,2026-06-01 00:04:58,control,old_page,0
754123,2026-06-01 00:04:59,treatment,new_page,0
935628,2026-06-01 00:05:00,treatment,new_page,0
712989,2026-06-01 00:05:01,treatment,new_page,0
928356,2026-06-01 00:05:02,control,old_page,1
935669,2026-06-01 00:05:03,control,old_page,0
808274,2026-06-01 00:05:04,treatment,new_page,0
793707,2026-06-01 00:05:05,control,old_page,0
925972,2026-06-01 00:05:06,control,old_page,0
895564,2026-06-01 00:05:07,treatment,new_page,0
761373,2026-06-01 00:05:08,treatment,new_page,0
745294,2026-06-01 00:05:09,control,old_page,0
754019,2026-06-01 00:05:10,treatment,new_page,0
695726,2026-06-01 00:05:11,control,old_page,0
771564,2026-06-01 00:05:12,treatment,new_page,0
898246,2026-06-01 00:05:13,treatment,new_page,1
811408,2026-06-01 00:05:14,treatment,new_page,0
748015,2026-06-01 00:05:15,control,old_page,0
846386,2026-06-01 00:05:16,control,old_page,0
884079,2026-06-01 00:05:17,treatment,new_page,0
656641,2026-06-01 00:05:18,treatment,new_page,0
795656,2026-06-01 00:05:19,control,old_page,0
793817,2026-06-01 00:05:20,treatment,new_page,0
666631,2026-06-01 00:05:21,control,old_page,0
872289,2026-06-01 00:05:22,treatment,new_page,0
702991,2026-06-01 00:05:23,treatment,new_page,0
634014,2026-06-01 00:05:24,treatment,new_page,0
903237,2026-06-01 00:05:25,treatment,new_page,0
648070,2026-06-01 00:05:26,treatment,new_page,1
927921,2026-06-01 00:05:27,control,old_page,1
686958,2026-06-01 00:05:28,control,old_page,0
712074,2026-06-01 00:05:29,treatment,new_page,0
640729,2026-06-01 00:05:30,treatment,new_page,0
860785,2026-06-01 00:05:31,control,old_page,0
806089,2026-06-01 00:05:32,control,old_page,0
827392,2026-06-01 00:05:33,treatment,new_page,1
788823,2026-06-01 00:05:34,control,old_page,0
735864,2026-06-01 00:05:35,control,old_page,0
839141,2026-06-01 00:05:36,treatment,new_page,0
684748,2026-06-01 00:05:37,treatment,new_page,0
635801,2026-06-01 00:05:38,control,old_page,0
780262,2026-06-01 00:05:39,control,old_page,0
865362,2026-06-01 00:05:40,control,old_page,0
659592,2026-06-01 00:05:41,control,new_page,0
902791,2026-06-01 00:05:42,treatment,new_page,0
769788,2026-06-01 00:05:43,treatment,new_page,0
849963,2026-06-01 00:05:44,control,old_page,0
878710,2026-06-01 00:05:45,treatment,new_page,0
850984,2026-06-01 00:05:46,treatment,new_page,0
888067,2026-06-01 00:05:47,treatment,new_page,1
894512,2026-06-01 00:05:48,treatment,new_page,0
707575,2026-06-01 00:05:49,treatment,new_page,0
898799,2026-06-01 00:05:50,treatment,new_page,0
867549,2026-06-01 00:05:51,treatment,new_page,0
700031,2026-06-01 00:05:52,control,old_page,0
717922,2026-06-01 00:05:53,treatment,new_page,0
754046,2026-06-01 00:05:54,treatment,new_page,0
662097,2026-06-01 00:05:55,treatment,new_page,1
772038,2026-06-01 00:05:56,treatment,new_page,0
754862,2026-06-01 00:05:57,control,old_page,0
860229,2026-06-01 00:05:58,treatment,new_page,0
748834,2026-06-01 00:05:59,control,old_page,0
723848,2026-06-01 00:06:00,control,old_page,1
682921,2026-06-01 00:06:01,control,old_page,1
810798,2026-06-01 00:06:02,treatment,new_page,0
756141,2026-06-01 00:06:03,control,old_page,0
811372,2026-06-01 00:06:04,control,old_page,0
914821,2026-06-01 00:06:05,control,old_page,0
685609,2026-06-01 00:06:06,control,old_page,0
857897,2026-06-01 00:06:07,treatment,new_page,0
661024,2026-06-01 00:06:08,control,old_page,0
700313,2026-06-01 00:06:09,control,old_page,1
814078,2026-06-01 00:06:10,treatment,new_page,0
743632,2026-06-01 00:06:11,control,old_page,0
881451,2026-06-01 00:06:12,control,old_page,0
633051,2026-06-01 00:06:13,treatment,new_page,0
809819,2026-06-01 00:06:14,treatment,new_page,0
717235,2026-06-01 00:06:15,treatment,new_page,0
827484,2026-06-01 00:06:16,treatment,new_page,0
819407,2026-06-01 00:06:17,control,old_page,0
841810,2026-06-01 00:06:18,treatment,new_page,0
833687,2026-06-01 00:06:19,control,new_page,0
703523,2026-06-01 00:06:20,control,old_page,0
866175,2026-06-01 00:06:21,treatment,new_page,0
724476,2026-06-01 00:06:22,control,old_page,0
863841,2026-06-01 00:06:23,control,old_page,0
909163,2026-06-01 00:06:24,control,old_page,0
852866,2026-06-01 00:06:25,control,old_page,0
716672,2026-06-01 00:06:26,treatment,new_page,0
703847,2026-06-01 00:06:27,treatment,new_page,0
840706,2026-06-01 00:06:28,control,old_page,0
658251,2026-06-01 00:06:29,treatment,new_page,0
733481,2026-06-01 00:06:30,control,old_page,0
655945,2026-06-01 00:06:31,treatment,new_page,0
662217,2026-06-01 00:06:32,treatment,new_page,0
638308,2026-06-01 00:06:33,control,old_page,0
898093,2026-06-01 00:06:34,treatment,new_page,0
813062,2026-06-01 00:06:35,treatment,new_page,0
850552,2026-06-01 00:06:36,treatment,new_page,0
730235,2026-06-01 00:06:37,treatment,new_page,0
704740,2026-06-01 00:06:38,control,old_page,0
855913,2026-06-01 00:06:39,control,old_page,1
909040,2026-06-01 00:06:40,treatment,new_page,0
807247,2026-06-01 00:06:41,control,old_page,0
768877,2026-06-01 00:06:42,treatment,new_page,0
635237,2026-06-01 00:06:43,treatment,new_page,1
650056,2026-06-01 00:06:44,treatment,new_page,0
806615,2026-06-01 00:06:45,control,old_page,0
817628,2026-06-01 00:06:46,treatment,new_page,0
744548,2026-06-01 00:06:47,control,old_page,1
764415,2026-06-01 00:06:48,treatment,new_page,1
659375,2026-06-01 00:06:49,treatment,new_page,0
770734,2026-06-01 00:06:50,treatment,new_page,0
646964,2026-06-01 00:06:51,control,old_page,0
743429,2026-06-01 00:06:52,treatment,new_page,0
882764,2026-06-01 00:06:53,control,old_page,0
820710,2026-06-01 00:06:54,control,old_page,0
846139,2026-06-01 00:06:55,control,old_page,0
697215,2026-06-01 00:06:56,control,old_page,0
774356,2026-06-01 00:06:57,treatment,new_page,0
833861,2026-06-01 00:06:58,treatment,new_page,0
639435,2026-06-01 00:06:59,control,old_page,0
805150,2026-06-01 00:07:00,control,old_page,1
681293,2026-06-01 00:07:01,control,old_page,1
708781,2026-06-01 00:07:02,control,old_page,1
821475,2026-06-01 00:07:03,control,old_page,0
790196,2026-06-01 00:07:04,treatment,new_page,0
856507,2026-06-01 00:07:05,control,old_page,0
936063,2026-06-01 00:07:06,treatment,new_page,0
869833,2026-06-01 00:07:07,treatment,new_page,0
882377,2026-06-01 00:07:08,treatment,new_page,0
796319,2026-06-01 00:07:09,treatment,new_page,0
751172,2026-06-01 00:07:10,treatment,new_page,1
948717,2026-06-01 00:07:11,treatment,old_page,0
689101,2026-06-01 00:07:12,treatment,new_page,1
918790,2026-06-01 00:07:13,control,old_page,0
653049,2026-06-01 00:07:14,treatment,new_page,1
840677,2026-06-01 00:07:15,control,old_page,0
698385,2026-06-01 00:07:16,control,old_page,0
756131,2026-06-01 00:07:17,control,old_page,0
826489,2026-06-01 00:07:18,control,old_page,0
653289,2026-06-01 00:07:19,control,old_page,0
901967,2026-06-01 00:07:20,treatment,new_page,0
821232,2026-06-01 00:07:21,treatment,new_page,0
934119,2026-06-01 00:07:22,treatment,new_page,1
639540,2026-06-01 00:07:23,treatment,new_page,0
646364,2026-06-01 00:07:24,control,old_page,0
657663,2026-06-01 00:07:25,control,old_page,0
681991,2026-06-01 00:07:26,treatment,new_page,0
818751,2026-06-01 00:07:27,control,old_page,0
792049,2026-06-01 00:07:28,control,old_page,0
724704,2026-06-01 00:07:29,control,old_page,0
679115,2026-06-01 00:07:30,treatment,new_page,1
849295,2026-06-01 00:07:31,control,old_page,0
821962,2026-06-01 00:07:32,treatment,new_page,0
827459,2026-06-01 00:07:33,treatment,new_page,0
779143,2026-06-01 00:07:34,treatment,new_page,0
820347,2026-06-01 00:07:35,control,old_page,0
641938,2026-06-01 00:07:36,control,old_page,0
634000,2026-06-01 00:07:37,treatment,new_page,0
831660,2026-06-01 00:07:38,treatment,new_page,0
881492,2026-06-01 00:07:39,treatment,new_page,1
668304,2026-06-01 00:07:40,control,old_page,1
712986,2026-06-01 00:07:41,control,old_page,0
781836,2026-06-01 00:07:42,control,old_page,0
738940,2026-06-01 00:07:43,control,old_page,0
930638,2026-06-01 00:07:44,control,old_page,0
895517,2026-06-01 00:07:45,treatment,new_page,0
773233,2026-06-01 00:07:46,treatment,new_page,0
727532,2026-06-01 00:07:47,control,old_page,0
730386,2026-06-01 00:07:48,treatment,new_page,0
657350,2026-06-01 00:07:49,treatment,new_page,0
723008,2026-06-01 00:07:50,control,old_page,0
655351,2026-06-01 00:07:51,control,old_page,1
718668,2026-06-01 00:07:52,control,old_page,0
744585,2026-06-01 00:07:53,control,old_page,0
837869,2026-06-01 00:07:54,control,old_page,0
695953,2026-06-01 00:07:55,treatment,new_page,1
949602,2026-06-01 00:07:56,treatment,new_page,0
912502,2026-06-01 00:07:57,treatment,new_page,0
633267,2026-06-01 00:07:58,treatment,new_page,1
712745,2026-06-01 00:07:59,control,old_page,0
930657,2026-06-01 00:08:00,control,old_page,0
787164,2026-06-01 00:08:01,treatment,new_page,0
641338,2026-06-01 00:08:02,control,old_page,0
761484,2026-06-01 00:08:03,control,old_page,0
637543,2026-06-01 00:08:04,control,old_page,0
690692,2026-06-01 00:08:05,treatment,new_page,0
850156,2026-06-01 00:08:06,treatment,new_page,0
853992,2026-06-01 00:08:07,control,old_page,1
936569,2026-06-01 00:08:08,treatment,new_page,0
668756,2026-06-01 00:08:09,control,old_page,0
648888,2026-06-01 00:08:10,control,old_page,0
796807,2026-06-01 00:08:11,treatment,new_page,0
939439,2026-06-01 00:08:12,control,old_page,0
744352,2026-06-01 00:08:13,treatment,new_page,0
715999,2026-06-01 00:08:14,treatment,new_page,0
647955,2026-06-01 00:08:15,control,old_page,0
929985,2026-06-01 00:08:16,treatment,new_page,0
700640,2026-06-01 00:08:17,treatment,new_page,1
826582,2026-06-01 00:08:18,treatment,new_page,0
849798,2026-06-01 00:08:19,control,old_page,0
691476,2026-06-01 00:08:20,control,new_page,0
936955,2026-06-01 00:08:21,control,old_page,0
797280,2026-06-01 00:08:22,control,old_page,0
781222,2026-06-01 00:08:23,control,old_page,0
701180,2026-06-01 00:08:24,treatment,new_page,0
804358,2026-06-01 00:08:25,control,old_page,1
742856,2026-06-01 00:08:26,treatment,old_page,0
816141,2026-06-01 00:08:27,treatment,new_page,1
740448,2026-06-01 00:08:28,control,old_page,0
644397,2026-06-01 00:08:29,treatment,new_page,0
808031,2026-06-01 00:08:30,control,old_page,0
749180,2026-06-01 00:08:31,control,old_page,0
696234,2026-06-01 00:08:32,control,old_page,0
669954,2026-06-01 00:08:33,treatment,new_page,0
808352,2026-06-01 00:08:34,treatment,new_page,0
709459,2026-06-01 00:08:35,control,old_page,1
825004,2026-06-01 00:08:36,treatment,new_page,1
830968,2026-06-01 00:08:37,control,old_page,0
689163,2026-06-01 00:08:38,control,old_page,0
681934,2026-06-01 00:08:39,treatment,new_page,0
825967,2026-06-01 00:08:40,treatment,new_page,0
946242,2026-06-01 00:08:41,treatment,new_page,0
635486,2026-06-01 00:08:42,treatment,new_page,0
769407,2026-06-01 00:08:43,control,old_page,0
756020,2026-06-01 00:08:44,treatment,new_page,0
732795,2026-06-01 00:08:45,treatment,new_page,0
850184,2026-06-01 00:08:46,treatment,new_page,0
772202,2026-06-01 00:08:47,control,old_page,0
867027,2026-06-01 00:08:48,treatment,new_page,0
748324,2026-06-01 00:08:49,control,old_page,1
827775,2026-06-01 00:08:50,control,old_page,0
919336,2026-06-01 00:08:51,control,old_page,0
893206,2026-06-01 00:08:52,control,old_page,0
714076,2026-06-01 00:08:53,treatment,new_page,0
719780,2026-06-01 00:08:54,control,old_page,0
782617,2026-06-01 00:08:55,control,old_page,0
651689,2026-06-01 00:08:56,control,old_page,0
903318,2026-06-01 00:08:57,treatment,new_page,1
639348,2026-06-01 00:08:58,control,old_page,0
668102,2026-06-01 00:08:59,control,old_page,0
704460,2026-06-01 00:09:00,treatment,new_page,0
719930,2026-06-01 00:09:01,control,old_page,0
636801,2026-06-01 00:09:02,treatment,new_page,1
733150,2026-06-01 00:09:03,control,new_page,0
833339,2026-06-01 00:09:04,treatment,new_page,1
809208,2026-06-01 00:09:05,treatment,new_page,0
784697,2026-06-01 00:09:06,treatment,new_page,0
843945,2026-06-01 00:09:07,treatment,new_page,1
861915,2026-06-01 00:09:08,treatment,new_page,0
833664,2026-06-01 00:09:09,treatment,new_page,0
838124,2026-06-01 00:09:10,treatment,new_page,0
631542,2026-06-01 00:09:11,control,old_page,1
913821,2026-06-01 00:09:12,control,old_page,0
807804,2026-06-01 00:09:13,control,old_page,0
811415,2026-06-01 00:09:14,treatment,new_page,0
669081,2026-06-01 00:09:15,treatment,new_page,0
823928,2026-06-01 00:09:16,control,old_page,0
849930,2026-06-01 00:09:17,control,old_page,0
